age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
36,9,1,2,0.0,341,0,0,0,13,1,4.594407251504569,1.0,-1,0.0,3
54,9,1,1,0.0,3323,1,1,0,8,0,3.0102921895856265,3.0,-1,0.0,3
39,0,2,1,0.0,14,1,1,2,13,8,2.21620066746091,8.999999999999996,-1,0.0,3
56,4,0,2,0.0,-141,0,0,0,28,5,3.481035717287473,3.999999999999999,-1,0.0,3
46,10,1,1,0.0,-125,1,0,2,6,8,2.33364370780076,1.0,-1,0.0,3
53,4,0,2,0.0,6388,1,0,1,23,5,4.203853547561417,2.0,-1,0.0,3
26,0,2,2,0.0,2532,1,1,0,18,3,4.53617504863224,1.0,-1,0.0,3
24,8,2,2,0.0,834,0,0,0,9,11,5.825996364216389,1.0,-1,0.0,3
47,1,1,0,0.0,2,1,1,0,20,9,5.783844531112699,3.999999999999999,190,1.0,0
36,7,1,1,0.0,472,1,0,2,19,6,6.4981457293559926,1.0,-1,0.0,3
38,9,2,1,0.0,211,1,0,0,29,4,4.378522324607275,2.0,-1,0.0,3
38,9,2,2,0.0,0,0,0,0,28,1,4.43276647128453,2.0,-1,0.0,3
34,4,2,2,0.0,681,0,0,0,6,1,5.726318793665606,2.0,-1,0.0,3
39,2,1,2,0.0,2644,1,0,2,20,8,4.461614395535583,1.0,-1,0.0,3
44,0,0,1,0.0,-43,1,1,0,20,0,4.22055456155713,1.0,-1,0.0,3
53,4,1,2,0.0,800,0,0,0,18,9,3.37422198829968,1.0,-1,0.0,3
32,1,2,1,0.0,400,0,0,0,4,8,4.531611257790985,3.0,-1,0.0,3
33,0,2,2,0.0,490,1,0,0,7,8,2.529709944845343,1.0,363,2.0,0
33,1,1,1,0.0,-267,1,0,0,20,0,6.520491468369877,3.0,-1,0.0,3
37,0,2,1,0.0,796,1,0,1,29,4,3.824047281530564,3.0,-1,0.0,3
27,0,1,2,0.0,346,0,0,0,11,10,4.2534312926967885,1.0,-1,0.0,3
53,5,1,0,0.0,136,1,0,2,6,8,4.527035023357982,2.0,-1,0.0,3
25,1,2,1,0.0,1857,1,0,0,13,5,4.158419257274588,2.0,91,8.0,2
29,7,1,1,0.0,6567,1,0,0,15,8,6.073502831120216,2.0,298,1.0,0
31,4,2,1,0.0,202,1,0,0,8,5,3.987807459317618,1.0,62,1.0,0
50,10,1,1,0.0,297,1,0,0,31,5,2.4845211729747705,9.999999999999998,-1,0.0,3
24,0,1,1,0.0,541,1,0,2,5,6,5.689557388467516,3.999999999999999,-1,0.0,3
47,10,0,1,0.0,0,0,1,0,30,4,3.703357175890365,2.0,233,7.999999999999997,1
26,1,1,1,0.0,246,1,0,2,16,8,6.706547134105195,3.0,-1,0.0,3
23,8,2,3,0.0,2530,0,0,0,12,8,5.08678914256385,1.0,-1,0.0,3
37,0,1,1,0.0,0,1,0,0,2,6,3.535754494288526,1.0,-1,0.0,3
33,7,0,1,0.0,2411,1,0,0,23,10,3.726799608240104,1.0,161,1.0,0
35,9,1,1,0.0,294,1,0,0,15,6,4.388520147277725,5.999999999999999,98,4.999999999999998,2
44,1,1,1,0.0,3060,1,0,0,20,9,3.5882778627489147,1.0,189,2.0,0
56,4,0,2,0.0,4266,1,0,2,17,6,5.334331750219378,3.999999999999999,-1,0.0,3
40,4,1,2,0.0,30,1,0,0,28,5,5.65717050328676,5.999999999999999,-1,0.0,3
32,0,1,1,0.0,1661,1,0,0,5,3,3.223502400151684,1.0,209,2.0,0
51,4,1,2,0.0,469,0,0,0,15,0,4.186971443072528,1.0,181,2.0,2
19,8,2,3,0.0,779,0,0,0,1,0,4.093670894161326,3.999999999999999,-1,0.0,3
37,4,1,2,0.0,578,1,0,0,8,1,5.053037638107735,3.999999999999999,-1,0.0,3
55,3,1,0,0.0,4,0,0,0,21,9,3.322496824365753,3.0,-1,0.0,3
51,2,1,0,0.0,538,0,0,0,18,9,6.673019497043344,3.999999999999999,-1,0.0,3
44,0,0,1,0.0,2999,1,0,0,14,8,5.912374482908842,1.0,-1,0.0,3
45,4,0,1,0.0,644,1,0,2,4,6,5.716578055701293,1.0,-1,0.0,3
58,6,1,2,0.0,327,0,1,0,14,5,3.8384290204246,2.0,-1,0.0,3
25,1,2,1,0.0,84,1,0,0,18,8,1.6229724538258978,2.0,-1,0.0,3
31,9,2,1,0.0,1970,0,0,1,17,0,4.603191163164778,3.0,-1,0.0,3
19,8,2,3,0.0,60,0,0,0,14,1,4.461614395535583,1.0,-1,0.0,3
42,9,1,1,0.0,3082,0,0,0,11,11,4.607566200524816,1.0,-1,0.0,3
47,7,2,3,0.0,1784,0,0,0,19,10,4.997734376003042,2.0,-1,0.0,3
38,4,1,2,0.0,1440,0,0,0,11,1,3.571001184652212,2.0,-1,0.0,3
47,11,1,3,0.0,194,0,0,0,4,1,3.544655131566293,1.0,-1,0.0,3
30,9,2,1,0.0,281,0,0,0,12,1,3.517769491829246,2.0,-1,0.0,3
56,9,1,2,0.0,1476,0,0,1,31,5,2.7101241538142875,3.0,-1,0.0,3
40,4,1,1,0.0,4396,0,0,0,12,1,5.155762513782147,3.0,-1,0.0,3
43,1,1,1,0.0,1025,1,0,0,2,6,3.5267929468439445,1.0,-1,0.0,3
29,1,1,0,0.0,5,0,0,0,3,6,4.758102489929905,1.0,-1,0.0,3
61,5,1,0,0.0,0,1,1,1,18,1,4.585577761328971,12.0,-1,0.0,3
26,1,2,1,1.0,81,0,1,0,8,5,6.09618664907275,2.0,-1,0.0,3
56,4,1,1,0.0,0,0,0,0,27,10,4.663447569347846,1.0,111,7.999999999999997,1
48,4,1,2,0.0,494,0,0,0,29,1,3.2794934048358044,7.999999999999997,-1,0.0,3
26,4,2,2,0.0,114,1,0,0,7,8,5.234753913953489,1.0,-1,0.0,3
32,7,2,3,0.0,2378,0,0,0,17,9,6.689041634741506,2.0,-1,0.0,3
55,2,1,2,0.0,323,1,1,0,13,8,4.186971443072528,1.0,-1,0.0,3
70,5,1,0,0.0,2795,0,0,0,8,4,4.676089733797076,2.0,-1,0.0,3
26,0,2,1,1.0,0,1,0,0,16,5,3.9218085820103177,2.0,-1,0.0,3
26,8,2,1,0.0,0,1,0,2,5,8,5.6596796163109,2.0,-1,0.0,3
36,7,1,1,0.0,394,0,0,0,5,1,4.770080172334528,1.0,-1,0.0,3
25,1,1,1,0.0,101,0,1,0,8,5,5.244019269110231,3.0,-1,0.0,3
36,4,0,1,0.0,1655,1,0,0,18,9,3.9082428321288782,2.0,-1,0.0,3
36,4,1,2,0.0,495,0,0,0,12,7,4.258844513916575,3.0,182,5.999999999999999,2
51,1,1,0,0.0,11000,0,0,0,29,1,2.830859661649826,12.0,-1,0.0,3
38,8,1,3,0.0,0,0,0,0,8,5,4.836466795990918,1.0,385,1.0,0
45,1,1,0,0.0,789,0,1,0,29,4,3.2574082114622884,1.0,-1,0.0,3
30,1,1,1,0.0,61,1,0,0,5,8,5.434732716901984,1.0,-1,0.0,3
33,7,2,1,0.0,133,0,0,0,14,4,4.692803710377139,2.0,274,1.0,2
33,4,1,2,0.0,1148,0,0,0,19,9,4.66767190162205,1.0,-1,0.0,3
33,1,1,1,0.0,370,1,0,0,8,0,4.4424387138443855,1.0,-1,0.0,3
59,4,0,2,0.0,59,1,0,2,5,8,4.5543073621842645,1.0,-1,0.0,3
39,10,2,1,0.0,2645,1,0,2,21,8,4.828783746407009,3.0,-1,0.0,3
48,3,2,1,0.0,71,0,0,0,28,1,3.443224450329921,3.0,-1,0.0,3
59,4,0,2,0.0,0,0,0,1,30,5,4.164172079668743,3.0,-1,0.0,3
29,9,2,1,0.0,590,0,0,0,27,1,3.2794934048358044,1.0,94,1.0,2
31,1,2,1,0.0,239,1,0,0,18,8,5.795636555270188,1.0,360,1.0,2
34,6,1,1,0.0,-56,1,0,2,19,8,4.437609707628935,3.0,-1,0.0,3
26,1,2,1,0.0,396,1,0,2,28,8,4.680283351759672,1.0,-1,0.0,3
28,1,2,1,0.0,643,0,0,0,3,5,4.70523452178256,2.0,-1,0.0,3
51,3,1,0,0.0,289,0,0,2,14,8,3.443224450329921,4.999999999999998,-1,0.0,3
53,9,1,1,0.0,1982,1,1,0,27,9,3.9419226980642974,1.0,-1,0.0,3
57,5,2,0,0.0,604,0,0,0,19,9,4.111603669743604,1.0,-1,0.0,3
34,7,1,1,0.0,1182,1,0,2,28,8,3.679507094562492,1.0,-1,0.0,3
47,4,0,2,0.0,4556,1,0,2,14,8,3.845565662684017,1.0,-1,0.0,3
24,8,2,1,0.0,3176,0,0,0,13,4,3.544655131566293,2.0,-1,0.0,3
44,4,1,2,0.0,-600,1,0,0,18,1,4.907864543868276,1.0,-1,0.0,3
53,7,0,1,0.0,765,1,0,0,14,8,6.3958301339827335,3.0,174,7.0,1
32,4,1,1,0.0,0,0,0,0,20,1,3.955179700811219,3.999999999999999,-1,0.0,3
40,5,2,1,0.0,1400,0,0,2,20,6,2.247137920660659,7.0,-1,0.0,3
61,3,1,0,0.0,211,0,0,0,31,1,5.190918978547886,2.0,186,3.0,0
45,6,2,0,0.0,112,0,0,2,20,6,4.663447569347846,3.999999999999999,-1,0.0,3
36,1,1,1,0.0,29,1,1,0,31,5,4.8517347864754425,1.0,-1,0.0,3
40,1,1,0,0.0,0,0,0,0,24,5,4.72575761237201,1.0,-1,0.0,3
31,6,2,2,0.0,3343,0,0,0,3,11,4.92619484006545,1.0,94,1.0,2
27,1,2,1,0.0,294,1,1,2,28,8,5.86050434158156,2.0,-1,0.0,3
38,1,1,0,0.0,714,1,0,2,29,8,4.322400501255742,3.0,-1,0.0,3
37,9,2,2,0.0,197,0,0,0,15,3,5.451449994701349,1.0,91,2.0,2
47,4,1,2,0.0,0,0,0,2,5,6,4.517844899986933,2.0,-1,0.0,3
22,8,2,3,0.0,1,0,0,1,15,6,4.508604022693585,3.999999999999999,-1,0.0,3
32,1,2,1,0.0,70,1,0,2,26,8,3.630513952003432,5.999999999999999,-1,0.0,3
52,9,1,1,0.0,137,0,0,0,6,5,4.332751139860273,2.0,-1,0.0,3
51,5,0,1,0.0,1679,0,0,0,12,1,5.10675331775624,1.0,365,8.0,1
26,1,2,1,0.0,-29,1,0,0,10,5,6.465108562385471,3.999999999999999,-1,0.0,3
36,9,1,2,0.0,911,1,1,0,4,8,4.563300897185558,3.0,-1,0.0,3
30,4,2,2,0.0,232,0,0,0,15,0,3.8095180042890777,1.0,-1,0.0,3
44,6,1,2,0.0,1196,0,0,0,20,1,5.508896532812588,4.999999999999998,-1,0.0,3
32,1,1,0,0.0,1504,1,0,0,17,0,3.734525982304581,2.0,-1,0.0,3
31,4,2,2,0.0,5691,1,0,0,21,9,2.6536173851794675,2.0,123,1.0,0
25,7,2,1,0.0,111,0,1,0,7,5,4.737956874614875,1.0,-1,0.0,3
32,4,2,2,0.0,1134,0,0,0,28,1,3.322496824365753,3.999999999999999,-1,0.0,3
31,4,1,2,0.0,792,0,0,0,20,1,6.012577480802293,12.0,-1,0.0,3
55,1,0,1,0.0,1613,1,0,0,3,0,4.654967773202647,1.0,270,3.0,0
33,9,1,1,0.0,4,1,1,2,18,6,5.696961020170525,2.0,-1,0.0,3
29,4,2,2,0.0,573,1,1,2,16,6,4.129327720146802,3.999999999999999,-1,0.0,3
24,1,2,1,0.0,1,1,0,0,11,8,3.2574082114622884,2.0,-1,0.0,3
61,5,1,1,0.0,11,0,0,0,29,11,4.358339697587946,1.0,92,3.0,2
28,8,2,1,0.0,69,0,0,0,30,4,5.454222788621013,2.0,-1,0.0,3
40,4,1,2,0.0,2487,0,0,0,30,0,3.69545327015172,1.0,-1,0.0,3
29,4,2,2,0.0,1445,0,0,0,26,0,4.785925167316743,2.0,143,2.0,2
44,0,1,1,0.0,1696,0,0,2,16,6,3.794837549778266,3.0,-1,0.0,3
60,5,0,1,0.0,514,0,0,0,16,7,4.508604022693585,1.0,124,8.0,1
42,4,1,2,0.0,687,0,0,0,11,1,5.7979872022103365,2.0,-1,0.0,3
42,4,1,2,0.0,9916,1,0,0,21,9,4.69695718880009,1.0,-1,0.0,3
35,9,2,1,0.0,399,1,0,0,13,8,5.351907038402943,2.0,345,3.0,0
26,8,2,2,0.0,5169,1,0,0,25,8,5.039364968651542,1.0,35,2.0,0
64,5,1,1,0.0,1574,0,0,1,29,5,4.676089733797076,3.0,-1,0.0,3
28,0,2,1,0.0,377,0,0,0,30,0,5.559513459805741,1.0,-1,0.0,3
52,9,1,2,0.0,7,0,1,2,5,8,4.038559629539667,1.0,-1,0.0,3
39,0,1,1,0.0,47,1,0,0,16,1,3.824047281530564,2.0,371,5.999999999999999,0
57,4,1,2,0.0,10583,0,0,0,22,6,4.650712187985977,3.0,-1,0.0,3
35,1,1,1,0.0,262,0,0,0,15,7,5.139566062288696,1.0,181,3.0,2
26,0,2,1,0.0,766,0,0,0,15,10,5.234753913953489,2.0,-1,0.0,3
51,1,1,1,0.0,1022,1,0,0,8,8,4.717577289367422,3.0,-1,0.0,3
42,9,1,2,0.0,757,0,0,0,30,0,4.885621301664719,1.0,79,1.0,2
62,3,1,1,0.0,2,0,0,0,3,9,4.76210409293005,1.0,-1,0.0,3
51,4,1,2,0.0,-15,0,0,0,25,5,4.2534312926967885,2.0,-1,0.0,3
33,3,1,0,0.0,2054,0,0,0,25,1,5.280645660789948,5.999999999999999,-1,0.0,3
37,7,1,1,0.0,775,0,0,0,14,1,3.8737605561432313,2.0,-1,0.0,3
82,5,1,0,0.0,8603,0,0,0,7,5,5.146061164951314,1.0,-1,0.0,3
45,7,1,0,0.0,2406,1,1,0,20,0,3.544655131566293,2.0,-1,0.0,3
31,4,2,2,0.0,471,0,0,0,29,1,3.894548740808586,2.0,-1,0.0,3
22,8,2,1,0.0,216,0,0,0,6,1,4.0571552091640655,1.0,179,2.0,2
56,2,0,0,0.0,29,0,0,0,29,4,2.90927441370995,2.0,227,1.0,0
36,4,2,2,0.0,2032,0,1,0,20,9,5.954315485284403,1.0,-1,0.0,3
30,0,1,2,0.0,285,0,0,0,5,3,5.858220835071525,2.0,-1,0.0,3
58,0,0,1,0.0,1947,0,0,1,26,10,4.337901520377776,1.0,-1,0.0,3
27,0,1,1,0.0,16,1,0,0,3,3,2.939101129590849,3.0,-1,0.0,3
35,1,1,1,0.0,563,0,1,0,4,6,3.852666723558134,1.0,119,3.0,0
38,7,1,1,0.0,8876,0,0,0,19,9,5.723887803075185,1.0,-1,0.0,3
55,10,1,1,0.0,1436,1,0,0,4,3,6.413787019191597,2.0,-1,0.0,3
25,9,2,2,0.0,3411,0,0,0,19,1,4.322400501255742,2.0,-1,0.0,3
40,4,1,2,0.0,9366,0,0,0,11,9,3.140409198272226,3.0,-1,0.0,3
45,9,0,2,0.0,206,0,0,0,13,1,4.965885650673061,3.999999999999999,-1,0.0,3
55,9,1,3,0.0,1393,1,1,1,21,9,2.953713000132053,4.999999999999998,-1,0.0,3
39,4,2,2,0.0,0,1,0,0,18,3,4.3171999873629,3.0,-1,0.0,3
34,1,0,1,0.0,383,1,0,2,13,8,8.035259073058151,1.0,-1,0.0,3
27,4,1,2,0.0,802,0,0,0,22,11,5.554243773792009,1.0,-1,0.0,3
40,7,1,0,0.0,1082,1,0,2,30,8,6.198490087087174,2.0,-1,0.0,3
38,1,2,0,0.0,1583,1,0,0,15,8,5.001239469087651,1.0,-1,0.0,3
47,7,1,1,0.0,1315,0,0,0,20,9,4.789864365303994,3.999999999999999,-1,0.0,3
55,1,1,3,0.0,7561,0,0,2,6,6,5.8398656656882055,3.0,-1,0.0,3
30,0,2,1,0.0,873,0,0,0,7,10,4.676089733797076,1.0,216,2.0,0
48,0,1,1,0.0,292,1,1,0,29,5,3.96831780336903,5.999999999999999,-1,0.0,3
56,9,1,2,0.0,1181,0,0,0,28,4,4.105649556653423,1.0,433,1.0,0
44,4,1,2,0.0,4119,1,1,1,21,9,6.594628669608068,1.0,-1,0.0,3
47,9,1,2,0.0,2408,0,0,0,30,0,4.965885650673061,1.0,-1,0.0,3
28,4,2,2,0.0,223,1,0,1,27,1,3.9218085820103177,2.0,119,1.0,1
30,4,2,2,0.0,136,1,0,2,23,8,3.887652659949325,1.0,-1,0.0,3
36,4,1,1,0.0,1898,1,1,2,30,8,4.3634090153306335,1.0,-1,0.0,3
38,7,1,1,0.0,775,0,0,0,12,3,7.621909754854301,3.0,182,2.0,2
27,1,2,1,0.0,484,1,0,0,15,0,4.7093584871994905,2.0,-1,0.0,3
50,10,1,1,0.0,3674,1,0,2,30,8,6.260423436813174,3.0,-1,0.0,3
56,3,0,0,0.0,61,0,0,0,2,6,3.831256371246868,1.0,-1,0.0,3
33,7,0,1,0.0,44,0,1,0,23,5,5.445892954958078,1.0,-1,0.0,3
74,5,0,0,0.0,11000,0,0,0,30,6,4.676089733797076,4.999999999999998,93,3.999999999999999,1
51,3,1,3,0.0,174,0,0,1,29,5,4.70523452178256,3.0,-1,0.0,3
40,4,1,2,0.0,0,1,0,0,2,3,4.581145748287445,1.0,-1,0.0,3
41,0,0,1,0.0,6046,1,1,1,14,11,4.099672037884278,2.0,-1,0.0,3
37,4,1,2,0.0,165,0,0,0,24,1,4.733899880523305,1.0,83,1.0,1
45,11,1,3,0.0,2834,0,0,0,4,1,3.579667665418579,1.0,-1,0.0,3
43,10,0,1,0.0,0,1,0,0,24,5,4.343035443026411,2.0,-1,0.0,3
57,4,0,2,0.0,3287,0,0,0,30,7,4.5722468282286926,2.0,337,1.0,2
31,0,2,1,0.0,1129,1,0,0,18,8,3.8384290204246,3.0,-1,0.0,3
41,2,1,0,0.0,0,0,0,2,16,6,5.709242984147993,2.0,-1,0.0,3
42,9,2,1,0.0,275,0,0,0,26,1,2.529709944845343,7.999999999999997,-1,0.0,3
37,4,1,2,0.0,1276,0,0,0,16,9,3.845565662684017,1.0,94,2.0,2
40,0,1,1,0.0,-283,0,0,2,20,6,4.461614395535583,2.0,-1,0.0,3
24,1,2,0,0.0,1033,1,0,0,24,9,4.598804869787091,1.0,-1,0.0,3
31,9,2,1,0.0,1819,1,0,2,15,8,4.327584175863084,2.0,-1,0.0,3
39,4,2,2,0.0,0,1,0,0,22,8,4.545265618360701,1.0,93,3.0,2
42,4,2,2,0.0,1146,1,0,2,15,8,3.452782403053413,2.0,-1,0.0,3
55,7,1,1,0.0,2476,1,0,2,5,8,5.580458491117222,1.0,-1,0.0,3
36,1,1,3,0.0,1023,1,0,0,4,3,4.093670894161326,2.0,-1,0.0,3
35,4,2,2,0.0,471,0,0,0,5,6,4.567779775866123,2.0,-1,0.0,3
31,4,0,2,0.0,294,1,0,0,17,5,5.465276079638853,4.999999999999998,-1,0.0,3
39,4,1,0,0.0,738,1,1,0,18,5,4.269615564207284,3.0,-1,0.0,3
57,4,0,2,0.0,2549,0,0,0,17,5,4.146848713729359,2.0,-1,0.0,3
71,5,1,2,0.0,3561,0,0,1,15,7,5.575242129507651,7.0,-1,0.0,3
75,5,0,1,0.0,1341,0,0,0,18,2,5.100122019964041,7.0,-1,0.0,3
49,0,2,2,0.0,228,1,0,0,2,6,5.073361236072213,1.0,92,1.0,2
58,6,1,2,0.0,1636,0,0,0,15,0,4.111603669743604,1.0,-1,0.0,3
37,4,1,2,0.0,1689,1,0,2,29,8,5.745667149660528,2.0,-1,0.0,3
56,9,0,1,0.0,146,1,0,0,5,1,5.113361447096938,3.0,-1,0.0,3
26,1,2,1,0.0,-128,0,1,0,8,5,5.022132032924538,2.0,-1,0.0,3
43,7,1,1,0.0,774,0,0,0,24,6,5.310652055809591,1.0,91,2.0,2
57,1,1,0,0.0,23,1,0,1,31,5,2.386830748119884,7.999999999999997,-1,0.0,3
21,8,2,1,0.0,215,0,0,0,24,8,4.987179077381365,1.0,89,7.0,2
64,5,1,3,0.0,679,0,0,1,16,9,3.987807459317618,1.0,-1,0.0,3
28,0,2,1,0.0,2,1,0,0,24,5,5.225444067602879,1.0,-1,0.0,3
42,4,0,2,0.0,266,0,1,0,28,4,4.337901520377776,1.0,-1,0.0,3
54,9,1,1,0.0,0,0,0,1,14,1,3.935248805476202,2.0,106,5.999999999999999,2
30,9,2,1,0.0,120,1,0,0,18,8,3.2003521031953595,1.0,-1,0.0,3
59,5,0,1,0.0,21,1,0,1,19,9,3.655232150005339,2.0,-1,0.0,3
71,5,0,1,0.0,4380,0,0,0,22,11,4.940727593547148,1.0,-1,0.0,3
40,1,1,0,0.0,13,1,0,2,4,5,4.0571552091640655,1.0,-1,0.0,3
35,9,0,1,0.0,515,1,1,0,29,1,3.596832635439625,3.0,-1,0.0,3
29,6,2,2,0.0,3290,0,0,0,23,7,3.772525094951822,1.0,291,2.0,2
45,4,1,2,0.0,3643,0,0,0,21,9,3.955179700811219,1.0,-1,0.0,3
38,10,2,1,0.0,804,0,0,0,1,6,6.616107901674605,1.0,-1,0.0,3
42,4,1,2,0.0,372,1,0,0,4,1,3.894548740808586,3.0,1,2.0,2
31,2,0,1,0.0,290,1,0,0,13,0,4.348153031922057,1.0,-1,0.0,3
27,4,2,1,0.0,967,1,0,2,21,8,3.955179700811219,1.0,-1,0.0,3
49,7,1,1,0.0,320,0,0,1,9,3,7.770623092773789,3.999999999999999,-1,0.0,3
37,2,1,2,0.0,7944,0,0,0,21,9,3.490317311350174,1.0,-1,0.0,3
41,9,1,1,0.0,10438,1,0,1,15,5,3.8095180042890777,3.999999999999999,-1,0.0,3
25,8,2,1,0.0,358,0,0,0,16,9,4.793794835721773,1.0,-1,0.0,3
55,9,1,3,0.0,240,1,0,0,2,1,3.544655131566293,3.0,277,1.0,2
33,7,2,2,0.0,-452,0,0,0,29,4,5.8559349227591575,2.0,-1,0.0,3
62,5,1,0,0.0,1742,0,0,0,14,6,3.987807459317618,2.0,98,5.999999999999999,1
35,10,1,1,0.0,1,1,0,0,28,5,4.02603295217519,7.999999999999997,-1,0.0,3
23,8,2,1,0.0,431,0,0,0,13,1,5.351907038402943,2.0,-1,0.0,3
33,0,0,1,0.0,294,1,0,0,8,8,6.012577480802293,1.0,-1,0.0,3
39,1,1,0,0.0,2303,1,0,2,17,6,6.03798948018152,3.0,-1,0.0,3
51,0,2,1,0.0,1994,0,0,2,18,6,6.029550918341505,2.0,-1,0.0,3
39,4,1,2,0.0,763,1,0,0,11,8,6.243171936068402,7.0,300,2.0,1
44,4,1,1,0.0,11000,1,0,0,11,8,5.277619588473902,2.0,174,8.0,1
24,4,2,2,0.0,393,0,0,0,27,11,6.941056707716682,1.0,-1,0.0,3
33,9,1,1,0.0,0,0,0,0,25,1,4.654967773202647,7.999999999999997,-1,0.0,3
39,10,1,0,0.0,7005,1,0,0,28,5,5.146061164951314,2.0,184,3.0,2
50,9,1,1,0.0,1717,0,0,1,7,5,5.103440576949242,7.999999999999997,-1,0.0,3
32,9,1,1,0.0,473,0,1,0,10,1,6.577976715990945,1.0,95,3.0,2
42,0,1,1,0.0,6445,1,0,2,2,6,2.247137920660659,7.999999999999997,-1,0.0,3
33,0,1,2,0.0,79,1,0,0,22,10,4.4424387138443855,2.0,335,2.0,0
38,9,2,2,0.0,1101,0,0,0,30,0,6.090022755734466,1.0,-1,0.0,3
61,6,0,2,0.0,6610,0,0,0,24,3,5.307671974540973,2.0,-1,0.0,3
29,9,0,1,0.0,124,0,0,2,27,8,3.687503455426643,1.0,-1,0.0,3
53,1,1,1,0.0,11000,0,0,2,24,6,3.845565662684017,3.999999999999999,-1,0.0,3
69,5,0,1,0.0,4572,0,0,1,27,10,3.845565662684017,2.0,56,1.0,1
26,1,0,1,0.0,0,1,0,2,19,8,2.8470134811255874,3.0,-1,0.0,3
34,1,1,1,0.0,1257,1,0,2,26,8,3.5534958309549336,7.0,-1,0.0,3
35,4,2,2,0.0,7506,1,0,2,30,10,4.437609707628935,1.0,-1,0.0,3
22,8,2,0,0.0,3472,0,0,0,20,10,4.801629776256761,1.0,183,3.0,0
42,7,1,1,0.0,108,1,1,0,13,8,4.322400501255742,2.0,365,7.0,0
30,4,2,2,0.0,536,0,0,0,15,10,4.418150377906832,1.0,105,1.0,2
47,9,1,1,0.0,1167,1,0,0,30,0,6.411997432967651,1.0,87,4.999999999999998,0
31,7,2,1,0.0,629,1,0,2,21,8,4.940727593547148,2.0,-1,0.0,3
74,5,0,0,0.0,2308,0,0,1,16,11,4.452054429645555,2.0,500,2.0,2
48,1,1,1,0.0,741,1,0,0,16,0,4.332751139860273,1.0,-1,0.0,3
35,1,2,1,0.0,0,1,0,0,16,0,6.755228224566486,1.0,345,3.999999999999999,1
73,5,1,0,0.0,508,0,0,0,9,7,4.044783825834629,1.0,-1,0.0,3
51,2,1,2,0.0,11000,1,0,0,21,9,2.7282711389045717,1.0,-1,0.0,3
35,4,1,2,0.0,753,0,0,0,27,1,3.571001184652212,8.999999999999996,-1,0.0,3
42,1,1,0,0.0,402,0,0,0,13,8,2.529709944845343,7.0,330,8.0,0
25,0,2,1,0.0,654,0,0,0,8,0,4.274973690166411,1.0,-1,0.0,3
30,7,1,1,0.0,292,1,1,0,15,0,5.7600638052584525,3.999999999999999,-1,0.0,3
56,9,0,1,0.0,1561,0,0,0,13,1,3.2119835650398345,1.0,-1,0.0,3
34,9,2,1,0.0,559,0,0,0,22,1,4.489967314386271,2.0,-1,0.0,3
58,1,1,0,0.0,96,0,0,2,16,6,3.223502400151684,3.0,-1,0.0,3
43,4,1,2,0.0,182,0,0,0,28,4,3.887652659949325,1.0,-1,0.0,3
37,10,1,2,0.0,1236,0,0,0,29,5,4.671885936671975,2.0,-1,0.0,3
32,6,1,0,0.0,286,1,0,0,6,1,4.038559629539667,1.0,-1,0.0,3
27,0,1,1,0.0,-97,1,0,2,18,6,7.253938671692349,2.0,-1,0.0,3
48,2,1,1,0.0,0,0,1,0,28,5,5.152534208687064,2.0,-1,0.0,3
30,1,2,1,0.0,1598,1,0,0,10,5,5.71901744171604,1.0,-1,0.0,3
45,1,0,0,0.0,594,1,0,2,29,8,6.156920046431465,2.0,-1,0.0,3
26,9,2,1,0.0,33,0,0,0,23,5,3.3843139693385544,7.0,-1,0.0,3
36,9,1,1,0.0,432,1,0,0,11,8,3.0375370019885963,3.0,255,2.0,0
44,1,2,1,0.0,25,1,0,0,12,8,4.418150377906832,3.0,-1,0.0,3
30,7,2,0,0.0,5746,1,0,1,20,9,3.687503455426643,2.0,-1,0.0,3
45,7,1,3,0.0,318,0,0,0,16,5,3.0641375472410988,2.0,-1,0.0,3
46,0,2,3,0.0,306,1,0,0,11,8,4.624955144647758,4.999999999999998,-1,0.0,3
46,0,1,1,0.0,974,0,0,0,5,6,4.032309424685261,2.0,80,1.0,2
66,5,1,1,0.0,2048,0,0,0,27,1,4.2534312926967885,1.0,-1,0.0,3
35,4,1,2,0.0,1133,1,0,0,3,9,3.490317311350174,1.0,-1,0.0,3
51,9,1,1,0.0,52,0,0,0,13,1,3.596832635439625,2.0,-1,0.0,3
35,0,2,1,0.0,-32,0,1,0,9,3,3.0641375472410988,3.999999999999999,182,4.999999999999998,0
26,4,2,2,0.0,45,0,0,0,10,5,6.7753639143894855,3.0,-1,0.0,3
32,9,2,2,0.0,696,0,1,0,13,1,3.481035717287473,3.999999999999999,105,3.999999999999999,0
33,4,2,2,0.0,307,0,0,0,23,5,3.5882778627489147,5.999999999999999,179,3.999999999999999,0
43,0,1,1,0.0,2,1,1,0,22,5,4.466373710444616,1.0,-1,0.0,3
40,0,2,1,0.0,664,0,0,0,19,9,4.1175345932350025,2.0,121,2.0,2
60,9,1,0,0.0,4243,1,0,0,4,3,5.004737942072966,1.0,251,1.0,0
32,4,2,2,0.0,2360,0,0,0,3,3,3.887652659949325,2.0,160,4.999999999999998,1
22,4,2,2,0.0,104,0,1,0,16,0,4.793794835721773,3.0,-1,0.0,3
