age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
30,4,2,2,0.0,533,0,0,0,11,1,4.343035443026411,2.0,99,3.9999999999999987,2,1
39,4,2,2,0.0,3840,1,0,0,11,1,4.733899880523305,2.0,-1,0.0,3,1
42,9,1,1,0.0,994,1,0,0,11,1,3.866763764067921,1.0,78,4.999999999999998,0,1
26,0,2,1,0.0,96,0,0,0,11,1,4.86687414107649,1.0,70,3.0,0,1
46,4,1,2,0.0,1600,1,1,0,11,1,6.861798183916118,1.0,-1,0.0,3,1
40,0,2,1,0.0,100,1,0,0,11,1,4.301496099499769,1.0,461,1.0,2,1
39,0,1,1,0.0,260,1,0,0,11,1,4.038559629539667,2.0,116,2.0,0,1
58,6,1,0,0.0,1013,1,0,0,11,1,4.22055456155713,1.0,461,1.0,0,1
42,1,1,1,0.0,413,1,0,0,11,1,5.60634486824875,2.0,-1,0.0,3,1
31,7,2,1,0.0,181,0,0,0,12,1,4.08159683839031,1.0,104,1.0,2,1
21,8,2,1,0.0,123,0,0,1,12,1,5.20982739895367,1.0,-1,0.0,3,1
35,6,2,2,0.0,353,0,0,0,12,1,5.58825843522528,1.0,-1,0.0,3,1
50,9,0,3,0.0,2794,0,0,0,12,1,6.995400057497433,2.0,-1,0.0,3,1
36,4,2,2,0.0,3850,1,0,0,12,1,4.3934960825464895,2.0,100,3.9999999999999987,0,1
75,5,1,0,0.0,2970,0,0,0,12,1,5.736014998451309,1.0,-1,0.0,3,1
20,8,2,0,0.0,6991,0,0,0,12,1,4.0571552091640655,2.0,-1,0.0,3,1
57,0,2,1,0.0,2223,0,0,0,12,1,6.577976715990945,1.0,-1,0.0,3,1
41,4,1,2,0.0,11000,0,0,0,12,1,3.852666723558134,2.0,104,1.0,0,1
59,9,1,1,0.0,116,0,0,0,12,1,5.042792526844461,3.9999999999999987,422,3.0,0,1
36,4,1,2,0.0,2987,1,0,0,12,1,4.701100774043519,1.0,-1,0.0,3,1
18,8,2,0,0.0,608,0,0,0,12,1,4.527035023357982,1.0,-1,0.0,3,1
34,4,2,2,0.0,48,1,0,0,12,1,6.110503991564187,3.0,93,5.999999999999999,0,1
55,4,1,0,0.0,113,0,0,0,12,1,4.69695718880009,1.0,457,3.0,0,1
33,1,2,1,0.0,498,0,0,0,12,1,4.824929812091626,2.0,104,1.0,2,1
43,9,1,2,0.0,2643,0,0,0,12,1,4.1175345932350025,3.0,100,4.999999999999998,2,1
34,7,1,1,0.0,1337,0,0,0,12,1,4.4711193716462985,2.0,104,1.0,2,1
35,7,1,3,0.0,618,0,0,0,12,1,4.64216933567549,1.0,104,1.0,2,1
43,9,2,1,0.0,451,0,0,0,12,1,4.624955144647758,2.0,-1,0.0,3,1
74,5,1,0,0.0,0,0,0,1,13,1,5.5356927487466585,2.0,-1,0.0,3,1
45,10,0,0,1.0,11,0,0,0,13,1,5.331387288833657,4.999999999999998,-1,0.0,3,1
38,1,1,1,0.0,1165,1,0,0,13,1,6.056860685289721,3.0,94,8.0,0,1
32,4,2,2,0.0,2465,0,0,0,13,1,5.096797622537295,1.0,-1,0.0,3,1
29,0,2,2,0.0,41,1,0,0,13,1,3.8597326206974114,2.0,-1,0.0,3,1
31,0,1,1,0.0,35,0,0,0,13,1,4.733899880523305,2.0,105,1.0,2,1
50,7,1,1,0.0,3169,0,0,0,13,1,5.046213806386266,1.0,430,1.0,0,1
44,9,0,1,0.0,14,0,0,0,13,1,4.368462481311209,1.0,-1,0.0,3,1
23,8,2,1,0.0,431,0,0,0,13,1,5.351907038402943,2.0,-1,0.0,3,1
56,4,1,2,0.0,616,0,0,0,13,1,4.64216933567549,2.0,105,2.0,2,1
76,5,1,0,0.0,3324,0,0,0,13,1,4.332751139860273,2.0,192,1.0,0,1
28,9,2,1,0.0,113,0,0,0,13,1,4.209440445553625,3.0,105,1.0,0,1
34,4,2,2,0.0,11000,0,0,0,13,1,5.958684184703807,1.0,-1,0.0,3,1
56,5,1,0,0.0,9367,0,0,0,13,1,4.754091779712393,2.0,101,2.0,2,1
45,4,2,2,0.0,2067,1,0,0,13,1,5.025591398897996,2.0,462,1.0,2,1
36,9,2,1,0.0,376,0,0,0,13,1,5.301698222049627,1.0,-1,0.0,3,1
57,5,2,2,0.0,842,0,0,0,13,1,4.603191163164778,3.0,-1,0.0,3,1
49,9,1,2,0.0,1235,0,0,0,13,1,4.885621301664719,3.0,-1,0.0,3,1
49,4,1,2,0.0,1,0,0,1,13,1,5.733595095872245,2.0,101,3.9999999999999987,2,1
37,4,1,2,0.0,1276,0,0,0,14,1,3.9150415715014533,2.0,-1,0.0,3,1
46,10,2,2,0.0,44,0,0,0,14,1,4.322400501255742,1.0,-1,0.0,3,1
26,0,2,1,0.0,255,0,0,0,14,1,4.237079022940274,2.0,106,2.0,2,1
47,10,1,1,0.0,926,0,0,0,14,1,5.168621464741199,1.0,403,4.999999999999998,2,1
36,4,1,0,0.0,1506,0,0,0,14,1,4.778020403941574,3.0,-1,0.0,3,1
37,8,2,3,0.0,444,0,0,0,14,1,3.7800021353855224,1.0,102,4.999999999999998,2,1
62,4,1,2,0.0,557,0,0,0,14,1,4.099672037884278,1.0,-1,0.0,3,1
26,1,2,1,0.0,535,0,0,0,14,1,3.687503455426643,1.0,-1,0.0,3,1
45,4,1,2,0.0,2671,0,0,0,14,1,3.4141122690146983,3.9999999999999987,-1,0.0,3,1
63,9,1,1,0.0,896,1,0,0,14,1,4.567779775866123,2.0,-1,0.0,3,1
25,4,2,2,0.0,528,0,0,0,14,1,4.192619220092744,1.0,-1,0.0,3,1
60,5,1,3,0.0,209,0,0,0,14,1,5.018666221142261,3.0,106,1.0,0,1
44,4,1,2,0.0,226,1,0,0,14,1,4.129327720146802,3.0,270,3.0,0,1
33,10,2,2,0.0,1974,0,0,0,14,1,5.3577309828360296,2.0,191,1.0,0,1
39,2,1,2,0.0,942,1,0,0,14,1,6.248936731675556,3.0,267,1.0,1,1
46,1,1,3,0.0,336,1,0,0,14,1,4.494646074838033,3.0,457,1.0,1,1
42,0,1,0,0.0,-306,1,0,0,17,1,4.70523452178256,1.0,459,1.0,2,1
56,4,1,3,0.0,4623,0,0,0,17,1,4.8631012217886775,1.0,-1,0.0,3,1
82,5,1,1,0.0,276,0,0,1,17,1,4.181303021541534,1.0,-1,0.0,3,1
77,5,1,2,0.0,0,0,0,0,17,1,4.611930050095426,1.0,-1,0.0,3,1
36,7,2,2,0.0,1189,0,0,0,17,1,4.296226909900453,1.0,-1,0.0,3,1
35,4,2,2,0.0,431,0,0,0,17,1,4.844117032597511,2.0,397,1.0,0,1
50,9,1,1,0.0,2218,1,0,0,17,1,5.898961582051807,1.0,-1,0.0,3,1
62,5,1,1,0.0,1495,0,0,0,17,1,5.649625079941644,1.0,196,1.0,2,1
26,4,2,2,0.0,828,1,0,0,17,1,3.9150415715014533,1.0,199,1.0,0,1
55,4,1,2,0.0,11000,0,0,1,18,1,4.215007394209285,1.0,-1,0.0,3,1
22,8,2,1,0.0,948,0,0,1,18,1,4.269615564207284,1.0,197,2.0,0,1
30,8,2,1,0.0,48,0,0,0,18,1,3.9485662213280825,1.0,173,1.0,0,1
34,3,1,2,0.0,0,0,0,0,18,1,3.8597326206974114,1.0,84,2.0,0,1
31,4,1,2,0.0,537,1,0,0,18,1,4.274973690166411,1.0,-1,0.0,3,1
55,9,1,1,0.0,1938,0,1,0,18,1,4.146848713729359,1.0,386,3.0,2,1
49,9,2,1,0.0,9131,1,0,0,18,1,5.454222788621013,1.0,461,4.999999999999998,0,1
67,5,0,2,0.0,443,0,0,0,18,1,5.184574652975371,1.0,-1,0.0,3,1
43,0,1,1,0.0,132,0,0,0,19,1,5.567392791697591,1.0,84,3.0,2,1
25,9,2,2,0.0,3411,0,0,0,19,1,4.322400501255742,2.0,-1,0.0,3,1
59,5,0,1,0.0,1,0,0,0,19,1,4.813317860544038,1.0,-1,0.0,3,1
44,0,1,1,0.0,10905,0,0,0,19,1,4.398456848088809,2.0,271,1.0,1,1
42,4,1,2,0.0,976,0,0,0,19,1,3.96831780336903,1.0,-1,0.0,3,1
29,4,2,2,0.0,2531,0,0,0,19,1,5.71901744171604,1.0,-1,0.0,3,1
32,4,1,2,0.0,1270,0,0,0,19,1,4.358339697587946,3.0,-1,0.0,3,1
30,4,2,2,0.0,5359,0,0,0,19,1,3.8384290204246003,1.0,84,2.0,2,1
38,9,1,1,0.0,10596,0,0,0,19,1,4.158419257274588,1.0,197,3.9999999999999987,1,1
22,8,2,2,0.0,691,0,0,0,19,1,4.824929812091626,1.0,-1,0.0,3,1
25,2,2,2,0.0,347,0,0,0,20,1,4.527035023357982,1.0,-1,0.0,3,1
34,6,2,2,0.0,9962,0,0,0,20,1,5.286683798069579,1.0,-1,0.0,3,1
27,9,2,2,0.0,11000,0,0,0,20,1,4.280313744803609,1.0,87,5.999999999999999,0,1
35,4,2,2,0.0,1756,0,0,0,20,1,4.158419257274588,1.0,-1,0.0,3,1
45,3,1,1,0.0,4068,0,0,0,20,1,4.093670894161326,1.0,-1,0.0,3,1
42,4,1,0,0.0,5310,1,0,0,20,1,4.5543073621842645,1.0,90,3.0,2,1
20,8,2,1,0.0,215,0,0,0,21,1,4.337901520377776,3.9999999999999987,183,1.0,1,1
60,0,1,1,0.0,106,0,0,0,21,1,4.274973690166411,3.0,91,1.0,2,1
47,4,1,2,0.0,0,0,1,0,21,1,4.95873275682499,1.0,-1,0.0,3,1
25,8,2,1,0.0,469,0,0,0,21,1,4.5543073621842645,1.0,86,1.0,1,1
65,5,1,1,0.0,2326,0,1,0,21,1,4.567779775866123,1.0,-1,0.0,3,1
50,9,1,1,0.0,3370,0,0,0,21,1,5.451449994701349,2.0,80,2.0,2,1
22,8,2,1,0.0,144,0,0,0,21,1,3.6137792402560556,1.0,-1,0.0,3,1
43,0,2,1,0.0,733,1,0,0,21,1,3.6954532701517198,1.0,88,3.9999999999999987,2,1
53,5,0,2,0.0,-309,1,0,0,21,1,4.844117032597511,2.0,428,2.0,2,1
71,5,0,1,0.0,5584,0,0,0,21,1,5.459756986504262,3.0,-1,0.0,3,1
28,1,1,1,0.0,61,1,0,0,21,1,5.971738658131887,1.0,109,3.0,2,1
59,10,1,1,0.0,1047,0,0,0,21,1,5.1750186797083195,1.0,184,3.0,2,1
29,4,2,2,0.0,265,0,0,0,24,1,3.7267996082401043,2.0,94,1.0,2,1
51,9,1,1,0.0,117,0,0,0,24,1,5.265468205962986,2.0,88,3.9999999999999987,1,1
48,3,1,2,0.0,5473,0,0,0,24,1,4.358339697587946,2.0,-1,0.0,3,1
37,1,1,0,0.0,106,1,0,0,25,1,5.395176397477606,1.0,392,8.0,0,1
37,9,1,2,0.0,127,1,0,0,25,1,4.141030604501615,1.0,193,1.0,2,1
64,5,1,2,0.0,380,0,0,0,25,1,5.301698222049627,1.0,-1,0.0,3,1
69,5,1,1,0.0,0,0,0,0,25,1,5.090131208503751,2.0,-1,0.0,3,1
36,4,1,2,0.0,255,0,0,0,25,1,4.408333305423279,5.999999999999999,95,3.9999999999999987,2,1
43,7,1,1,0.0,2145,0,0,0,25,1,4.6335838240372516,2.0,95,3.9999999999999987,2,1
63,3,1,0,0.0,91,0,0,1,26,1,3.7112157961392023,3.0,-1,0.0,3,1
70,5,1,1,0.0,1853,0,0,1,26,1,4.729833477073591,1.0,-1,0.0,3,1
60,9,2,0,0.0,11000,0,0,0,26,1,4.7660966375800315,1.0,-1,0.0,3,1
86,5,0,0,0.0,0,0,0,1,26,1,4.123442540076387,1.0,-1,0.0,3,1
72,5,1,1,0.0,1129,0,0,0,26,1,4.105649556653423,1.0,-1,0.0,3,1
60,5,1,2,0.0,108,0,0,0,26,1,5.694496029949939,1.0,-1,0.0,3,1
43,4,2,2,0.0,1696,1,0,0,26,1,4.480570101881423,1.0,474,3.0,0,1
57,4,0,3,0.0,854,0,0,0,27,1,5.874155192765924,3.9999999999999987,92,1.0,0,1
28,4,2,2,0.0,223,1,0,1,27,1,3.9218085820103177,2.0,119,1.0,1,1
36,1,2,1,0.0,40,1,0,0,27,1,4.489967314386271,3.0,475,3.9999999999999987,2,1
66,5,1,1,0.0,2048,0,0,0,27,1,4.2534312926967885,1.0,-1,0.0,3,1
33,9,2,2,0.0,3689,0,0,0,27,1,5.197242437092907,3.0,-1,0.0,3,1
36,9,2,1,0.0,539,1,0,0,27,1,5.042792526844461,2.0,477,1.0,0,1
29,9,2,1,0.0,590,0,0,0,27,1,3.2794934048358044,1.0,94,1.0,2,1
62,10,1,1,0.0,780,0,0,0,28,1,3.955179700811219,2.0,-1,0.0,3,1
34,1,1,1,0.0,1464,1,0,0,28,1,4.226082113403239,3.0,130,4.999999999999998,1,1
29,10,2,2,0.0,1311,0,0,0,28,1,5.689557388467516,1.0,-1,0.0,3,1
30,4,1,2,0.0,7,1,0,0,28,1,4.02603295217519,1.0,164,3.9999999999999987,1,1
32,9,1,2,0.0,636,1,0,0,28,1,4.944342806213113,1.0,116,3.9999999999999987,2,1
39,1,2,0,0.0,11000,0,0,0,28,1,4.499311722000347,1.0,-1,0.0,3,1
55,0,0,1,0.0,1872,0,0,0,28,1,3.9082428321288782,2.0,93,7.999999999999997,0,1
36,4,2,2,0.0,490,0,0,0,28,1,4.226082113403239,7.999999999999997,98,1.0,0,1
27,8,2,2,0.0,118,0,0,0,31,1,3.9419226980642983,3.0,98,1.0,0,1
45,4,1,2,0.0,4119,1,1,1,31,1,5.2836670582944,2.0,283,1.0,2,1
55,4,1,3,0.0,1504,1,0,0,31,1,4.105649556653423,3.0,101,2.0,2,1
52,1,1,1,0.0,2087,1,0,0,31,1,4.527035023357982,1.0,474,1.0,0,1
49,4,2,2,0.0,5689,0,0,0,31,1,5.274588824164861,1.0,97,3.0,0,1
30,1,1,0,0.0,201,1,0,0,31,1,4.29094021354444,1.0,157,8.0,0,1
39,4,1,2,0.0,119,1,0,0,1,11,4.517844899986933,2.0,476,3.9999999999999987,2,1
48,4,0,2,0.0,11000,1,0,0,1,11,3.6470429451798556,1.0,98,4.999999999999998,2,1
36,4,1,2,0.0,1113,0,0,0,1,11,4.2534312926967885,1.0,-1,0.0,3,1
27,0,1,1,0.0,1596,0,0,0,1,11,3.2903870491072795,1.0,-1,0.0,3,1
51,4,1,2,0.0,2635,0,0,0,1,11,4.075523471226806,1.0,98,2.0,0,1
48,9,1,1,0.0,568,1,0,0,2,11,4.9730108339059536,2.0,386,1.0,2,1
70,5,1,1,0.0,2626,0,0,0,2,11,3.8021969071482844,2.0,-1,0.0,3,1
63,5,1,1,0.0,4752,0,0,0,2,11,4.3634090153306335,2.0,-1,0.0,3,1
34,7,2,1,0.0,528,1,0,0,2,11,3.655232150005339,3.0,100,4.999999999999998,1,1
46,0,1,2,0.0,2552,0,0,0,3,11,4.494646074838033,1.0,94,7.999999999999997,2,1
31,6,2,2,0.0,3343,0,0,0,3,11,4.92619484006545,1.0,94,1.0,2,1
32,0,1,1,0.0,995,0,0,0,3,11,4.797716624266151,1.0,99,2.0,1,1
40,10,2,2,0.0,7968,0,0,0,3,11,5.947746164186876,1.0,93,1.0,2,1
30,0,2,1,0.0,0,0,0,0,4,11,4.737956874614875,3.0,-1,0.0,3,1
55,4,1,0,0.0,2587,0,0,0,4,11,4.785925167316743,2.0,94,2.0,2,1
57,4,0,2,0.0,6468,1,0,0,4,11,5.941157193649959,1.0,157,3.9999999999999987,0,1
59,0,2,1,0.0,4744,0,0,0,4,11,6.247016728801017,1.0,-1,0.0,3,1
26,9,2,1,0.0,1231,1,0,0,4,11,4.348153031922057,1.0,93,7.0,2,1
73,5,1,3,0.0,3443,0,0,1,4,11,6.027436287832185,3.0,-1,0.0,3,1
30,0,2,1,0.0,2568,0,0,0,4,11,5.5383531808507245,1.0,100,3.9999999999999987,1,1
64,5,1,2,0.0,1644,0,0,1,7,11,5.554243773792009,3.9999999999999987,-1,0.0,3,1
36,9,1,2,0.0,1354,0,0,0,7,11,4.589998238762339,3.0,97,2.0,2,1
55,0,1,1,0.0,602,0,0,0,7,11,4.870639179733525,1.0,98,4.999999999999998,2,1
63,5,1,2,0.0,1795,0,0,0,7,11,4.29094021354444,1.0,-1,0.0,3,1
52,9,1,1,0.0,0,1,0,0,7,11,4.247999406312657,1.0,294,1.0,0,1
34,4,2,2,0.0,268,0,0,0,7,11,5.601193393585297,1.0,-1,0.0,3,1
36,7,1,1,0.0,52,1,0,0,7,11,4.874396376666061,1.0,95,5.999999999999999,2,1
31,4,2,2,0.0,924,0,0,0,7,11,4.353254409709861,1.0,94,3.0,2,1
47,5,2,0,0.0,3033,0,0,0,8,11,4.64216933567549,1.0,-1,0.0,3,1
50,0,1,2,0.0,6574,0,0,0,8,11,5.34898863792211,1.0,92,3.0,2,1
70,5,0,1,0.0,0,0,0,0,8,11,4.22055456155713,1.0,-1,0.0,3,1
18,8,2,3,0.0,108,0,0,0,8,11,4.000659058374701,1.0,-1,0.0,3,1
33,6,1,1,0.0,409,0,0,0,8,11,3.974843050661143,1.0,97,3.9999999999999987,2,1
24,9,2,1,0.0,726,0,0,0,8,11,5.197242437092907,2.0,-1,0.0,3,1
25,0,2,1,0.0,1871,0,0,0,8,11,4.494646074838033,1.0,96,1.0,2,1
26,4,2,2,0.0,1094,1,0,0,8,11,3.7800021353855224,1.0,-1,0.0,3,1
32,4,2,2,0.0,2915,0,0,0,8,11,5.417875433723883,1.0,131,2.0,0,1
25,8,2,3,0.0,480,0,0,0,8,11,3.8021969071482844,1.0,-1,0.0,3,1
58,4,1,2,0.0,1227,0,0,0,8,11,5.049628834471111,2.0,95,1.0,2,1
42,4,1,2,0.0,1205,0,0,1,8,11,4.965885650673061,2.0,-1,0.0,3,1
30,1,2,1,0.0,161,0,1,1,8,11,4.663447569347846,3.0,-1,0.0,3,1
76,5,0,0,0.0,802,0,0,0,9,11,5.289695897099509,4.999999999999998,-1,0.0,3,1
79,5,1,1,0.0,723,0,0,1,9,11,4.567779775866123,1.0,79,3.0,0,1
70,5,1,0,0.0,6538,0,0,0,9,11,5.0290443474066215,1.0,-1,0.0,3,1
30,4,2,2,0.0,147,0,0,0,9,11,4.368462481311209,1.0,100,1.0,0,1
60,5,1,1,0.0,0,0,0,0,9,11,5.076727209598095,1.0,-1,0.0,3,1
51,10,1,1,0.0,1416,0,0,0,9,11,4.8517347864754425,1.0,-1,0.0,3,1
71,5,1,2,0.0,11000,1,0,0,9,11,5.039364968651542,1.0,-1,0.0,3,1
31,4,2,2,0.0,11000,0,0,0,9,11,4.847929949442058,1.0,295,1.0,0,1
32,0,2,1,0.0,555,1,0,0,9,11,4.847929949442058,1.0,-1,0.0,3,1
34,4,1,2,0.0,158,0,0,0,9,11,4.576702128025977,2.0,132,3.9999999999999987,0,1
28,0,2,1,0.0,261,1,1,0,9,11,4.489967314386271,2.0,98,3.9999999999999987,2,1
45,4,1,2,0.0,786,0,0,0,10,11,3.3118867885623677,3.0,-1,0.0,3,1
53,2,1,0,0.0,27,1,0,1,10,11,4.348153031922057,3.0,-1,0.0,3,1
38,11,2,2,0.0,0,0,0,0,11,11,4.494646074838033,3.0,95,3.0,2,1
56,0,2,1,0.0,2815,1,0,0,11,11,4.2534312926967885,1.0,-1,0.0,3,1
42,9,1,1,0.0,3082,0,0,0,11,11,4.607566200524816,1.0,-1,0.0,3,1
47,9,1,1,0.0,1233,1,0,2,11,11,3.3843139693385544,1.0,100,2.0,1,1
73,5,1,3,0.0,739,0,0,0,11,11,4.242548701485387,1.0,-1,0.0,3,1
46,1,1,1,0.0,640,1,0,0,11,11,3.5446551315662935,2.0,129,2.0,0,1
73,5,1,2,0.0,1843,0,0,0,11,11,3.5267929468439445,2.0,-1,0.0,3,1
28,1,2,1,0.0,322,0,0,1,11,11,4.398456848088809,2.0,95,3.0,1,1
46,4,1,2,0.0,7331,0,0,0,11,11,5.776738041111532,3.9999999999999987,95,2.0,1,1
74,5,1,0,0.0,1765,0,0,1,11,11,4.629274912461114,2.0,-1,0.0,3,1
71,5,0,2,1.0,1236,1,0,0,14,11,4.813317860544038,3.9999999999999987,-1,0.0,3,1
41,0,0,1,0.0,6046,1,1,1,14,11,4.099672037884278,2.0,-1,0.0,3,1
73,5,1,0,0.0,934,0,0,0,14,11,6.399432405049428,4.999999999999998,-1,0.0,3,1
47,9,0,1,0.0,1013,0,0,0,15,11,4.007043275758349,1.0,92,3.0,0,1
49,9,0,2,0.0,596,1,0,1,15,11,5.923489472774635,1.0,-1,0.0,3,1
40,0,1,1,0.0,4775,0,0,0,15,11,4.269615564207284,1.0,-1,0.0,3,1
57,1,1,0,0.0,3109,0,0,0,15,11,3.535754494288526,2.0,105,2.0,2,1
50,3,1,1,0.0,388,0,0,0,15,11,4.02603295217519,2.0,99,3.9999999999999987,0,1
34,1,1,1,0.0,262,0,0,0,15,11,3.3640478454417133,2.0,106,1.0,2,1
56,7,1,1,0.0,654,0,0,0,15,11,6.239320739689947,1.0,-1,0.0,3,1
32,9,2,2,0.0,1855,0,0,0,15,11,3.6954532701517198,2.0,134,1.0,1,1
50,4,0,2,0.0,810,0,0,0,15,11,3.3843139693385544,1.0,103,3.0,2,1
54,10,0,1,0.0,1664,0,0,0,15,11,3.5267929468439445,1.0,105,3.0,2,1
26,4,2,2,0.0,362,0,0,0,15,11,6.333735568691839,1.0,104,2.0,2,1
40,9,1,2,0.0,1293,0,0,0,16,11,7.468481548368778,3.0,105,2.0,2,1
29,4,2,2,0.0,874,1,0,0,16,11,3.887652659949325,1.0,103,1.0,2,1
52,3,1,0,0.0,10943,0,0,0,16,11,4.637881943826012,1.0,-1,0.0,3,1
38,9,1,1,0.0,4539,0,0,0,16,11,5.004737942072966,1.0,-1,0.0,3,1
46,4,1,2,0.0,2817,0,0,0,17,11,5.484475352442165,1.0,-1,0.0,3,1
26,4,2,2,0.0,1646,0,0,0,18,11,6.268049741180583,4.999999999999998,-1,0.0,3,1
25,4,2,2,0.0,808,0,0,0,18,11,4.527035023357982,2.0,114,2.0,0,1
70,5,1,2,0.0,44,0,0,0,18,11,6.643915096252664,2.0,88,2.0,1,1
83,5,1,0,0.0,425,0,0,1,22,11,6.033774182364358,1.0,92,2.0,2,1
43,4,0,2,0.0,2367,0,0,0,22,11,3.3011841761121925,1.0,113,3.0,2,1
45,1,1,1,0.0,10252,0,0,0,22,11,4.02603295217519,1.0,141,2.0,2,1
37,0,2,2,0.0,1000,1,0,0,22,11,4.3934960825464895,1.0,99,2.0,2,1
71,5,0,1,0.0,4380,0,0,0,22,11,4.940727593547148,1.0,-1,0.0,3,1
27,4,2,2,0.0,11000,0,0,0,23,11,4.66767190162205,1.0,100,1.0,2,1
47,0,1,1,0.0,2601,0,0,0,24,11,4.499311722000347,1.0,-1,0.0,3,1
42,4,0,2,0.0,238,0,0,0,25,11,5.8559349227591575,1.0,-1,0.0,3,1
77,5,0,1,0.0,0,0,0,0,25,11,4.242548701485387,1.0,-1,0.0,3,1
61,4,1,2,0.0,3371,0,0,0,28,11,4.66767190162205,2.0,-1,0.0,3,1
57,4,1,2,0.0,10583,0,0,0,28,11,4.836466795990918,3.0,98,3.0,2,1
34,4,1,2,0.0,16,1,0,1,29,11,4.737956874614875,1.0,119,1.0,1,1
40,1,1,1,0.0,1451,0,0,0,30,11,3.622172690104166,1.0,121,1.0,2,1
84,2,1,1,0.0,0,0,0,1,30,11,6.454580468955028,2.0,-1,0.0,3,1
26,8,2,1,0.0,132,0,0,0,1,10,4.152644866185855,1.0,119,1.0,2,1
37,9,1,3,0.0,189,0,0,0,1,10,4.388520147277725,1.0,107,2.0,2,1
47,4,1,2,0.0,288,0,0,0,1,10,3.481035717287473,1.0,-1,0.0,3,1
37,4,2,2,0.0,1027,1,0,0,1,10,3.7800021353855224,1.0,119,1.0,0,1
28,4,2,2,0.0,6784,0,0,0,1,10,5.369327860539604,1.0,115,3.0,1,1
54,4,1,2,0.0,1464,0,0,0,2,10,4.152644866185855,2.0,94,1.0,2,1
54,4,1,2,0.0,8295,0,0,0,2,10,6.1886607050863125,2.0,119,1.0,2,1
61,5,1,1,0.0,2917,0,0,0,6,10,4.269615564207284,1.0,-1,0.0,3,1
30,9,2,1,0.0,158,0,0,0,6,10,3.831256371246868,1.0,-1,0.0,3,1
60,5,1,0,0.0,1588,0,0,0,6,10,5.93675356125429,1.0,-1,0.0,3,1
44,4,1,3,0.0,282,0,0,0,6,10,4.654967773202647,3.0,-1,0.0,3,1
33,4,2,2,0.0,5437,0,0,0,7,10,4.192619220092744,1.0,58,3.0,0,1
25,0,2,2,0.0,1185,0,0,0,7,10,4.629274912461114,1.0,114,1.0,0,1
54,11,1,3,0.0,895,0,0,0,7,10,4.813317860544038,1.0,-1,0.0,3,1
24,1,2,1,0.0,1857,1,0,0,8,10,3.852666723558134,1.0,92,4.999999999999998,1,1
36,9,1,2,0.0,4596,1,0,0,8,10,4.368462481311209,2.0,175,2.0,2,1
58,5,1,0,0.0,565,0,0,1,8,10,3.894548740808586,1.0,93,1.0,2,1
33,4,2,2,0.0,1781,0,0,0,8,10,5.662185729530537,2.0,183,1.0,2,1
27,0,1,1,0.0,3415,0,0,0,9,10,4.5224462646081705,3.0,184,1.0,2,1
60,0,0,1,0.0,11000,0,0,1,12,10,4.499311722000347,1.0,187,1.0,2,1
56,10,1,1,0.0,12,0,0,0,12,10,5.395176397477606,3.0,187,1.0,0,1
25,9,2,1,0.0,139,0,1,0,12,10,3.7874394548047654,1.0,-1,0.0,3,1
21,8,2,1,0.0,2488,0,0,0,12,10,4.069425568740226,1.0,-1,0.0,3,1
73,5,0,1,0.0,7111,1,0,0,12,10,3.845565662684017,1.0,-1,0.0,3,1
67,4,0,2,0.0,361,0,0,0,13,10,5.08678914256385,2.0,-1,0.0,3,1
51,2,0,2,0.0,2109,0,0,0,13,10,3.2574082114622884,2.0,-1,0.0,3,1
48,4,1,2,0.0,1093,1,1,0,13,10,6.834821141188202,2.0,-1,0.0,3,1
35,4,2,2,0.0,2646,0,0,0,13,10,4.301496099499769,1.0,182,1.0,2,1
61,6,0,2,0.0,6,1,0,0,13,10,4.242548701485387,1.0,182,2.0,2,1
35,9,2,2,0.0,670,0,0,0,13,10,4.676089733797076,2.0,-1,0.0,3,1
36,0,0,1,0.0,592,0,0,0,13,10,4.209440445553625,2.0,99,4.999999999999998,0,1
83,5,2,0,0.0,1965,0,0,1,13,10,6.47384674753084,3.0,-1,0.0,3,1
50,4,1,0,0.0,313,0,0,1,14,10,6.394026942319003,1.0,-1,0.0,3,1
66,3,1,0,0.0,40,0,0,1,14,10,4.629274912461114,2.0,-1,0.0,3,1
58,9,1,0,0.0,4198,0,0,0,15,10,5.184574652975371,4.999999999999998,246,4.999999999999998,0,1
30,4,2,2,0.0,536,0,0,0,15,10,4.418150377906832,1.0,105,1.0,2,1
54,1,1,0,0.0,1311,0,0,1,15,10,5.319565314131506,3.0,184,3.0,0,1
26,0,2,1,0.0,766,0,0,0,15,10,5.234753913953489,2.0,-1,0.0,3,1
43,7,1,0,0.0,2557,1,0,1,15,10,3.9813395028467427,3.0,183,4.999999999999998,2,1
40,10,2,2,0.0,79,0,0,0,15,10,5.55688030339919,1.0,135,1.0,0,1
57,4,1,2,0.0,1318,0,0,0,16,10,3.605332821788218,1.0,185,2.0,0,1
75,5,1,1,0.0,3771,0,0,1,16,10,4.105649556653423,1.0,183,1.0,0,1
77,5,1,2,0.0,0,0,0,0,16,10,6.184717123002972,1.0,60,1.0,2,1
31,4,1,2,0.0,6138,0,0,0,16,10,3.901412008973134,2.0,119,4.999999999999998,0,1
22,7,2,1,0.0,129,0,0,0,16,10,4.4852753529441225,1.0,-1,0.0,3,1
50,4,1,2,0.0,469,0,0,0,16,10,4.007043275758349,1.0,183,1.0,2,1
